APFP,COUNT
10753174,1
10753176,1
10753179,1
10753182,1
11076644,2
11076674,2
11076900,1
11076929,2
11076931,1
11076932,1
11076933,1
11076961,1
11076962,1
11076963,1
11078722,1
11079715,1
11080835,1
11142179,1
11142180,1
11142209,5
11142210,3
11142211,2
11142433,1
11142435,1
11142465,2
11142466,4
11142467,3
11142497,1
11142498,1
11142721,1
11143201,1
11143457,1
11143714,1
11144481,4
11144482,2
11144483,1
11145249,1
11146561,2
11207713,5
11207714,3
11207715,4
11207716,2
11207717,1
11207724,1
11207728,1
11207729,1
11207745,3
11207746,4
11207747,1
11207748,3
11207749,2
11207750,1
11207751,1
11207752,1
11207753,2
11207754,1
11207755,2
11207756,2
11207757,2
11207759,1
11207779,3
11207781,1
11207782,1
11207788,1
11207818,1
11207984,1
11207985,1
11208001,2
11208002,1
11208003,1
11208004,2
11208005,2
11208006,1
11208007,1
11208015,1
11208033,1
11208034,1
11208035,2
11208036,1
11208039,1
11208040,1
11208042,1
11208046,1
11208047,1
11208048,1
11208777,1
11209761,4
11209762,1
11209763,1
11209764,1
11209772,1
11209793,6
11209794,1
11209795,1
11209798,1
11209799,1
11209800,1
11209803,1
11209805,1
11209806,2
11210017,10
11210018,1
11210019,1
11210024,1
11210025,1
11210027,1
11210031,1
11210032,1
11211809,1
11211810,1
11211841,1
11211842,1
11211905,1
11211906,3
11211907,1
11212129,2
11212130,1
11665953,1
11666466,1
11666467,1
11666753,1
11666786,1
11666977,2
11667553,1
12648482,1
12648484,1
12648485,1
12648488,1
12648546,1
12649506,11
12649507,16
12649508,19
12649509,8
12649510,3
12649511,8
12649512,3
12649513,4
12649514,3
12649515,3
12649516,3
12649517,2
12649518,2
12649519,4
12649520,2
12649525,1
12649532,1
12649537,7
12649538,25
12649539,21
12649540,18
12649541,15
12649542,14
12649543,10
12649544,10
12649545,10
12649546,10
12649547,11
12649548,7
12649549,5
12649550,7
12649551,5
12649552,4
12649553,4
12649554,2
12649555,1
12649556,6
12649557,3
12649558,1
12649559,3
12649560,2
12649561,2
12649562,5
12649563,3
12649565,1
12649569,9
12649570,11
12649571,7
12649572,5
12649573,1
12649574,2
12649575,4
12649576,4
12649577,4
12649578,4
12649580,2
12649582,3
12649583,3
12649584,1
12649589,1
12649590,1
12649591,2
12649594,1
12649595,1
12649596,1
12649597,2
12649601,11
12649602,4
12649603,2
12649604,2
12649605,2
12649606,3
12649607,1
12649608,2
12649609,1
12649611,1
12649613,1
12649614,1
12649762,1
12649763,2
12649764,3
12649765,1
12649767,1
12649793,1
12649794,14
12649795,25
12649796,27
12649797,13
12649798,13
12649799,7
12649800,4
12649801,3
12649802,2
12649803,2
12649805,1
12649811,1
12649812,1
12649817,2
12649819,1
12649822,1
12649825,18
12649826,31
12649827,31
12649828,12
12649829,20
12649830,10
12649831,6
12649832,8
12649833,9
12649834,2
12649836,1
12649837,1
12649838,1
12649839,1
12649840,1
12649843,1
12649844,1
12649845,1
12649848,1
12649849,2
12649850,1
12649851,2
12649853,1
12650020,1
12650050,1
12650051,1
12650536,1
12650538,1
12650539,2
12650550,1
12650556,2
12650561,6
12650562,1
12650563,2
12650564,1
12650565,2
12650568,3
12650569,1
12650571,1
12650583,1
12650593,1
12650594,1
12650595,1
12650596,1
12650597,2
12650598,1
12650600,1
12650601,1
12650603,1
12650606,1
12650609,1
12650616,1
12650622,1
12650817,1
12650818,4
12650819,3
12650820,5
12650822,1
12650823,1
12650824,1
12650825,1
12650826,1
12650830,1
12650836,1
12650838,1
12650842,2
12650844,2
12650849,2
12650850,2
12650854,1
12650855,1
12650860,1
12650866,1
12650872,1
12650878,1
12651555,5
12651556,2
12651557,4
12651558,1
12651559,5
12651560,1
12651561,2
12651562,1
12651565,1
12651567,1
12651568,1
12651569,1
12651571,1
12651577,2
12651585,22
12651586,5
12651587,1
12651588,5
12651589,7
12651591,5
12651592,2
12651593,1
12651594,6
12651595,5
12651597,7
12651600,5
12651601,4
12651603,5
12651606,4
12651607,2
12651608,1
12651609,4
12651611,1
12651612,5
12651613,2
12651614,3
12651810,1
12651811,11
12651812,8
12651813,7
12651814,2
12651815,10
12651816,1
12651817,4
12651818,7
12651819,1
12651821,4
12651822,1
12651824,1
12651825,1
12651827,3
12651829,1
12651830,1
12651833,2
12651836,1
12651838,2
12652578,1
12652579,2
12652580,2
12652582,1
12652584,1
12653601,1
12653602,1
12653635,1
12653697,2
12654625,1
12654626,5
12654627,4
12654628,3
12654629,1
12714018,1
12715041,4
12715042,14
12715043,13
12715044,12
12715045,9
12715046,9
12715047,4
12715048,5
12715049,2
12715050,1
12715051,3
12715055,2
12715060,1
12715061,1
12715073,13
12715074,19
12715075,20
12715076,9
12715077,13
12715078,8
12715079,8
12715080,5
12715081,6
12715082,5
12715083,2
12715084,2
12715085,3
12715086,2
12715087,2
12715088,2
12715089,2
12715090,2
12715091,2
12715092,1
12715093,1
12715096,1
12715097,1
12715102,1
12715105,8
12715106,5
12715107,6
12715108,1
12715109,1
12715112,2
12715113,2
12715114,1
12715115,1
12715118,1
12715119,1
12715120,1
12715121,1
12715123,1
12715124,1
12715127,1
12715128,1
12715133,1
12715134,1
12715137,11
12715138,3
12715141,8
12715142,1
12715143,2
12715144,1
12715298,1
12715329,3
12715330,21
12715331,22
12715332,19
12715333,18
12715334,6
12715335,12
12715336,8
12715337,8
12715339,1
12715352,1
12715353,1
12715354,1
12715355,1
12715357,1
12715361,23
12715362,19
12715363,18
12715364,20
12715365,4
12715366,9
12715367,4
12715368,1
12715369,1
12715370,1
12715373,1
12715375,1
12715379,1
12715381,1
12715383,1
12715384,1
12715385,1
12715386,1
12715387,1
12715585,2
12715586,2
12715589,1
12716065,1
12716066,1
12716099,1
12716110,1
12716116,1
12716130,1
12716131,1
12716133,1
12716140,1
12716146,1
12716161,1
12716353,3
12716355,1
12716356,1
12716360,1
12716380,1
12716386,1
12716389,1
12716390,1
12716578,2
12716579,2
12716582,1
12717089,3
12717090,1
12717091,1
12717092,2
12717093,1
12717095,1
12717101,1
12717105,1
12717121,6
12717122,5
12717124,10
12717125,2
12717126,4
12717127,1
12717130,1
12717131,2
12717133,1
12717136,1
12717137,1
12717140,1
12717142,1
12717145,1
12717146,1
12717148,1
12717346,4
12717347,2
12717348,8
12717349,2
12717350,1
12717351,2
12717352,1
12717354,1
12717355,1
12717357,1
12717358,1
12717360,1
12717364,1
12717366,1
12717372,1
12718115,2
12719170,1
12719246,1
12720161,5
12720162,4
12720163,1
12720164,1
12720194,2
12720196,2
12720197,1
12779553,2
12779585,1
12780577,13
12780578,36
12780579,32
12780580,29
12780581,31
12780582,29
12780583,14
12780584,22
12780585,10
12780586,5
12780587,2
12780588,6
12780589,3
12780590,2
12780591,5
12780592,1
12780593,2
12780594,2
12780596,2
12780597,2
12780598,1
12780599,1
12780600,2
12780602,3
12780603,2
12780604,1
12780605,1
12780606,1
12780609,30
12780610,46
12780611,42
12780612,32
12780613,35
12780614,16
12780615,17
12780616,14
12780617,17
12780618,15
12780619,9
12780620,2
12780621,3
12780622,4
12780623,5
12780624,7
12780625,3
12780626,2
12780627,3
12780628,4
12780629,5
12780630,6
12780631,3
12780632,2
12780633,2
12780634,4
12780635,4
12780636,5
12780637,3
12780641,27
12780642,23
12780643,19
12780644,13
12780645,9
12780646,2
12780647,6
12780648,2
12780650,2
12780651,2
12780652,2
12780654,2
12780656,1
12780660,1
12780662,1
12780663,1
12780666,1
12780667,1
12780668,1
12780673,20
12780674,6
12780675,3
12780676,11
12780677,10
12780678,9
12780679,4
12780680,2
12780681,1
12780682,1
12780683,1
12780684,1
12780687,1
12780690,1
12780834,1
12780838,1
12780839,1
12780843,1
12780844,1
12780865,2
12780866,70
12780867,74
12780868,79
12780869,54
12780870,54
12780871,43
12780872,34
12780873,17
12780874,11
12780875,4
12780876,7
12780877,7
12780878,4
12780879,4
12780880,2
12780881,1
12780882,5
12780883,4
12780884,4
12780885,3
12780886,1
12780888,4
12780889,3
12780890,1
12780891,2
12780894,2
12780897,75
12780898,68
12780899,71
12780900,57
12780901,51
12780902,30
12780903,25
12780904,14
12780905,10
12780906,5
12780907,1
12780908,8
12780909,6
12780910,6
12780911,5
12780912,3
12780913,1
12780914,3
12780915,5
12780916,4
12780917,4
12780918,3
12780919,1
12780920,3
12780921,4
12780922,4
12780923,4
12780924,1
12780925,1
12780926,4
12781090,2
12781091,2
12781092,2
12781121,3
12781122,2
12781123,2
12781124,2
12781128,2
12781129,2
12781601,2
12781609,2
12781610,2
12781615,2
12781616,2
12781621,3
12781622,2
12781627,2
12781628,2
12781633,3
12781635,1
12781638,1
12781639,1
12781640,3
12781641,2
12781642,2
12781643,1
12781645,1
12781646,2
12781647,1
12781648,1
12781649,1
12781653,1
12781654,1
12781658,1
12781659,1
12781660,1
12781665,9
12781666,1
12781667,1
12781668,4
12781669,1
12781670,2
12781675,1
12781676,1
12781681,1
12781682,1
12781687,1
12781688,1
12781693,2
12781694,1
12781889,2
12781890,2
12781891,1
12781894,1
12781895,7
12781896,6
12781897,2
12781898,4
12781901,4
12781902,4
12781903,3
12781904,1
12781905,1
12781907,4
12781908,3
12781909,2
12781910,3
12781913,4
12781914,3
12781915,1
12781916,2
12781924,1
12781925,6
12781926,5
12781928,1
12781931,4
12781932,3
12781933,1
12781937,3
12781938,3
12781940,1
12781943,3
12781944,3
12781946,1
12781949,2
12781950,2
12782114,1
12782117,2
12782625,20
12782627,1
12782628,1
12782629,3
12782631,7
12782632,1
12782635,4
12782637,4
12782639,2
12782641,2
12782643,4
12782645,1
12782647,2
12782649,4
12782651,1
12782653,2
12782657,26
12782658,1
12782659,8
12782660,16
12782661,13
12782662,4
12782663,8
12782664,3
12782665,1
12782666,5
12782667,8
12782669,6
12782670,1
12782671,1
12782672,5
12782673,5
12782674,1
12782675,5
12782677,1
12782678,4
12782679,5
12782680,1
12782681,5
12782683,1
12782684,4
12782685,4
12782686,1
12782881,2
12782882,5
12782883,3
12782884,7
12782885,1
12782886,5
12782887,10
12782888,7
12782889,6
12782890,5
12782891,1
12782892,1
12782893,6
12782894,3
12782895,4
12782896,3
12782897,1
12782899,4
12782900,2
12782901,3
12782902,4
12782903,1
12782904,1
12782905,4
12782906,3
12782907,4
12782908,3
12782910,1
12783649,3
12783651,2
12783652,2
12783653,2
12783654,2
12783655,1
12783658,1
12783659,1
12783662,1
12783665,1
12783675,1
12784739,1
12784770,3
12784772,3
12785697,8
12785698,5
12785699,3
12785700,3
12785701,1
12785703,1
12785729,4
12785730,1
12785731,1
12785733,1
12785736,1
12785761,5
12785762,5
12785763,3
12785764,10
12785765,5
12785766,11
12785772,2
12785778,2
12785784,2
12785790,3
12845089,2
12845091,1
12845094,1
12845122,1
12845185,1
12845377,1
12846113,64
12846114,73
12846115,148
12846116,87
12846117,212
12846118,147
12846119,226
12846120,1028
12846121,1022
12846122,86
12846123,165
12846124,111
12846125,208
12846126,956
12846127,965
12846128,82
12846129,169
12846130,108
12846131,209
12846132,946
12846133,950
12846134,92
12846135,175
12846136,97
12846137,202
12846138,906
12846139,923
12846140,78
12846141,165
12846142,93
12846145,173
12846146,1528
12846147,1296
12846148,1445
12846149,1267
12846150,439
12846151,413
12846152,1318
12846153,1222
12846154,1305
12846155,1193
12846156,404
12846157,418
12846158,1277
12846159,1185
12846160,1280
12846161,1169
12846162,394
12846163,398
12846164,1257
12846165,1144
12846166,1250
12846167,1127
12846168,347
12846169,354
12846170,1234
12846171,1134
12846172,1237
12846173,1114
12846174,315
12846177,69
12846178,604
12846179,625
12846180,593
12846181,576
12846182,83
12846183,145
12846184,522
12846185,530
12846186,512
12846187,506
12846188,74
12846189,139
12846190,510
12846191,537
12846192,514
12846193,501
12846194,71
12846195,139
12846196,510
12846197,535
12846198,498
12846199,489
12846200,68
12846201,124
12846202,495
12846203,528
12846204,487
12846205,483
12846206,58
12846209,25
12846210,23
12846211,76
12846212,22
12846213,30
12846214,43
12846215,15
12846216,22
12846217,48
12846218,29
12846219,10
12846220,29
12846221,2
12846222,17
12846223,45
12846224,30
12846225,3
12846226,24
12846228,16
12846229,43
12846230,23
12846231,3
12846232,17
12846233,3
12846234,16
12846235,42
12846236,24
12846237,3
12846238,15
12846370,3
12846371,1
12846372,3
12846373,3
12846374,5
12846375,2
12846378,2
12846379,2
12846380,4
12846384,1
12846385,2
12846386,3
12846387,1
12846389,1
12846391,1
12846392,3
12846396,1
12846397,1
12846398,2
12846401,15
12846402,88
12846403,164
12846404,188
12846405,208
12846406,1337
12846407,1353
12846408,1137
12846409,927
12846410,223
12846411,273
12846412,1235
12846413,1238
12846414,1087
12846415,887
12846416,237
12846417,286
12846418,1217
12846419,1218
12846420,1066
12846421,849
12846422,242
12846423,294
12846424,1210
12846425,1215
12846426,1051
12846427,813
12846428,241
12846429,277
12846430,1188
12846433,90
12846434,187
12846435,203
12846436,180
12846437,356
12846438,1371
12846439,1402
12846440,1338
12846441,1336
12846442,356
12846443,416
12846444,1249
12846445,1263
12846446,1244
12846447,1246
12846448,388
12846449,389
12846450,1236
12846451,1229
12846452,1240
12846453,1237
12846454,389
12846455,396
12846456,1217
12846457,1220
12846458,1224
12846459,1217
12846460,370
12846461,366
12846462,1212
12846627,1
12846628,1
12846629,5
12846630,10
12846631,1
12846632,1
12846633,3
12846634,3
12846635,5
12846636,10
12846637,2
12846638,4
12846639,10
12846640,8
12846641,5
12846642,10
12846643,3
12846644,4
12846645,9
12846646,8
12846647,1
12846648,10
12846649,4
12846650,4
12846651,8
12846652,4
12846654,10
12846657,2
12846658,5
12846659,7
12846660,9
12846661,14
12846662,6
12846663,8
12846664,27
12846665,30
12846666,25
12846667,15
12846668,4
12846669,11
12846670,24
12846671,26
12846672,22
12846673,13
12846674,4
12846675,10
12846676,25
12846677,26
12846678,15
12846679,12
12846680,5
12846681,9
12846682,23
12846683,25
12846684,14
12846685,12
12846686,8
12847137,5
12847138,1
12847139,1
12847140,11
12847141,14
12847142,29
12847143,12
12847144,26
12847145,1185
12847146,1209
12847147,46
12847148,63
12847149,18
12847150,43
12847151,1162
12847152,1163
12847153,67
12847154,56
12847155,32
12847156,40
12847157,1150
12847158,1149
12847159,65
12847160,70
12847161,28
12847162,39
12847163,1139
12847164,1140
12847165,64
12847166,66
12847169,48
12847170,17
12847171,14
12847172,80
12847173,63
12847174,48
12847175,147
12847176,190
12847177,97
12847178,145
12847179,82
12847180,63
12847181,137
12847182,169
12847183,91
12847184,128
12847185,84
12847186,51
12847187,143
12847188,159
12847189,99
12847190,124
12847191,85
12847192,47
12847193,124
12847194,148
12847195,86
12847196,115
12847197,86
12847198,43
12847201,24
12847202,24
12847203,10
12847204,67
12847205,164
12847206,146
12847207,27
12847208,35
12847209,16
12847210,70
12847211,146
12847212,131
12847213,26
12847214,23
12847215,12
12847216,70
12847217,148
12847218,124
12847219,34
12847220,24
12847221,14
12847222,56
12847223,131
12847224,114
12847225,29
12847226,22
12847227,18
12847228,48
12847229,113
12847230,90
12847235,5
12847236,7
12847237,3
12847238,1
12847257,1
12847399,1
12847401,6
12847402,8
12847403,1
12847404,3
12847405,1
12847407,6
12847408,7
12847409,4
12847410,2
12847411,3
12847413,7
12847414,7
12847415,5
12847416,2
12847417,3
12847419,7
12847420,7
12847421,6
12847422,2
12847425,12
12847426,6
12847427,7
12847428,6
12847429,29
12847430,105
12847431,1248
12847432,1288
12847433,1094
12847434,1120
12847435,87
12847436,156
12847437,1214
12847438,1210
12847439,1061
12847440,1067
12847441,98
12847442,122
12847443,1210
12847444,1206
12847445,1056
12847446,1056
12847447,89
12847448,117
12847449,1194
12847450,1195
12847451,1049
12847452,1041
12847453,84
12847454,108
12847458,2
12847459,1
12847460,63
12847461,1234
12847462,1271
12847463,69
12847464,80
12847465,26
12847466,86
12847467,1199
12847468,1191
12847469,89
12847470,75
12847471,37
12847472,74
12847473,1184
12847474,1188
12847475,84
12847476,86
12847477,36
12847478,68
12847479,1176
12847480,1180
12847481,81
12847482,81
12847483,41
12847484,64
12847485,1166
12847486,1165
12847652,4
12847653,2
12847654,3
