APFP,COUNT
15337506,2
15337507,2
15337509,2
15337513,27
15337514,1
15337515,6
15337517,3
15337538,36
15337539,10
15337540,8
15337541,16
15337543,28
15337544,1
15337545,26
15337547,25
15337549,1
15337551,2
15337570,5
15337571,59
15337572,3
15337573,4
15337574,23
15337575,7
15337576,1
15337577,4
15337578,4
15337579,6
15337580,6
15337581,2
15337582,4
15337584,1
15337793,2
15337794,60
15337795,69
15337796,18
15337797,22
15337798,35
15337799,58
15337800,9
15337801,11
15337802,7
15337803,12
15337804,2
15337805,7
15337806,9
15337807,5
15337828,2
15337831,4
15337832,2
15337833,1
15337834,1
15337836,4
15337837,1
15338020,3
15338024,1
15338025,1
15338028,1
15338531,4
15338534,1
15338535,1
15338536,2
15338537,4
15338540,1
15338541,2
15338542,3
15338546,1
15338563,4
15338564,4
15338565,6
15338566,69
15338567,6
15338568,4
15338569,3
15338570,4
15338571,2
15338572,3
15338573,11
15338574,2
15338575,4
15338576,1
15338787,12
15338788,35
15338789,5
15338790,7
15338791,10
15338792,14
15338793,36
15338794,4
15338795,26
15338796,1
15338797,3
15338798,2
15338799,1
15338800,4
15338819,2
15338821,3
15338825,2
15338826,2
15339557,1
15339559,1
15339561,3
15339563,8
15339564,6
15339565,6
15339566,4
15339567,1
15342663,2
15342722,5
15342724,1
15342725,2
15342726,7
15342727,8
15342728,29
15342729,1
15342734,1
15342735,3
15342920,2
16843812,8
16843813,40
16843814,30
16843815,30
16843816,164
16843817,43
16843818,22
16843819,62
16843820,43
16843821,21
16843822,4
16843823,3
16843824,8
16843825,3
16843826,1
16843827,7
16843828,1
16843829,3
16843830,1
16843844,3
16843845,169
16843846,167
16843847,167
16843848,77
16843849,68
16843850,53
16843851,33
16843852,43
16843853,32
16843854,14
16843855,14
16843856,14
16843857,5
16843858,5
16843859,2
16843860,1
16843877,4
16843878,11
16843879,25
16843880,27
16843881,15
16843882,10
16843883,1
16843884,1
16843885,1
16843886,1
16843887,1
16843907,4
16843910,6
16843911,14
16843912,9
16843913,4
16843914,1
16843916,1
16844075,1
16844098,279
16844099,298
16844100,197
16844101,19
16844102,251
16844103,115
16844104,114
16844105,246
16844106,223
16844107,56
16844108,19
16844109,15
16844110,11
16844111,12
16844112,9
16844113,5
16844114,2
16844115,1
16844129,366
16844130,310
16844131,234
16844132,349
16844133,286
16844134,288
16844135,158
16844136,300
16844137,136
16844138,68
16844139,213
16844140,36
16844141,25
16844142,23
16844143,12
16844144,6
16844145,6
16844146,2
16844147,1
16844148,1
16844357,1
16844358,165
16844359,181
16844360,15
16844362,2
16844835,2
16844836,1
16844838,1
16844839,12
16844840,13
16844841,3
16844842,11
16844843,35
16844844,154
16844845,13
16844847,4
16844867,86
16844868,28
16844869,66
16844870,4
16844871,7
16844872,4
16844873,8
16844874,26
16844875,4
16844876,13
16844877,2
16844878,1
16844879,2
16844880,3
16844881,1
16844882,3
16844899,1
16844900,168
16844901,28
16844902,7
16844903,91
16844904,21
16844905,15
16844906,17
16844907,25
16844908,4
16844909,7
16844910,15
16844911,3
16844912,1
16844913,2
16844914,1
16844915,1
16845122,99
16845123,20
16845124,9
16845125,183
16845126,50
16845127,249
16845128,77
16845129,90
16845130,184
16845131,66
16845132,26
16845133,11
16845134,6
16845135,6
16845136,9
16845137,3
16845154,2
16845155,1
16845157,3
16845158,18
16845159,28
16845160,3
16845161,5
16845162,3
16845163,1
16845167,1
16845350,1
16845351,1
16845352,3
16845353,1
16845355,2
16845859,14
16845861,2
16845862,1
16845863,6
16845864,6
16845865,9
16845866,10
16845867,2
16845868,1
16845869,3
16845871,1
16845872,1
16845873,1
16845874,2
16845875,1
16845876,1
16845891,6
16845893,11
16845894,3
16845895,12
16845896,13
16845897,8
16845898,24
16845899,9
16845900,8
16845901,13
16845902,14
16845903,2
16845904,5
16845905,8
16845906,2
16845907,1
16845908,2
16845909,1
16846116,184
16846117,91
16846118,7
16846119,12
16846120,5
16846121,9
16846122,6
16846123,7
16846124,26
16846125,2
16846127,2
16846128,7
16846129,4
16846130,3
16846150,1
16846152,3
16846154,4
16846155,1
16846883,6
16846884,38
16846887,3
16846888,5
16846889,41
16846890,4
16846892,1
16846893,3
16846894,3
16846895,1
16849987,1
16850000,2
16850023,1
16850051,6
16850052,85
16850053,2
16850055,1
16850056,1
16850057,1
16850058,6
16850059,4
16850060,1
16850063,6
16850064,2
16850242,4
16850245,1
16850246,5
16850247,2
16850248,15
16850249,1
16850250,2
16850251,1
16850252,1
16850253,1
16850256,1
16850980,18
16850983,1
16850984,2
16850985,2
16850986,1
2163746,626
2163747,58
2163748,131
2163749,147
2163750,150
2163751,142
2163752,514
2163753,268
2163754,285
2163755,234
2163756,375
2163757,447
2163758,319
2163759,207
2163760,125
2163761,138
2163762,100
2163763,55
2163764,37
2163765,26
2163766,22
2163767,16
2163768,7
2163769,2
2163770,1
2163771,1
2163772,2
2163773,1
2229281,976
2229282,1064
2229283,1350
2229284,1154
2229285,574
2229286,787
2229287,1196
2229288,872
2229289,651
2229290,681
2229291,1218
2229292,1201
2229293,961
2229294,860
2229295,409
2229296,277
2229297,180
2229298,97
2229299,103
2229300,85
2229301,78
2229302,73
2229303,27
2229304,8
2229305,6
2229306,5
2229307,2
2229308,2
2229309,1
2229313,2572
2229314,2572
2229315,2385
2229316,695
2229317,614
2229318,1001
2229319,931
2229320,858
2229321,371
2229322,981
2229323,995
2229324,420
2229325,512
2229326,372
2229327,203
2229328,93
2229329,91
2229330,112
2229331,107
2229332,76
2229333,25
2229334,17
2229335,9
2229336,7
2229337,4
2229338,2
2294817,326
2294818,106
2294819,75
2294820,60
2294821,131
2294822,88
2294823,168
2294824,188
2294825,139
2294826,67
2294827,96
2294828,154
2294829,199
2294830,147
2294831,53
2294832,19
2294833,12
2294834,26
2294835,13
2294836,25
2294837,25
2294838,7
2294839,1
2294844,1
2294849,990
2294850,977
2294851,531
2294852,224
2294853,125
2294854,279
2294855,348
2294856,150
2294857,97
2294858,75
2294859,89
2294860,175
2294861,169
2294862,81
2294863,20
2294864,33
2294865,45
2294866,58
2294867,38
2294868,21
2294869,16
2294870,4
2294871,2
2294872,2
2294873,2
2294881,17
2294882,173
2294883,67
2294884,19
2294885,20
2294886,26
2294887,26
2294888,4
2294889,3
2294890,6
2294892,9
2294893,6
2294894,2
2294898,2
2294899,4
2294900,5
2294901,2
23135268,1
23135269,1
23135270,3
23135271,3
23135272,3
23135273,7
23135274,1
23135275,2
23135278,2
23135279,1
23135299,2
23135300,1
23135301,3
23135302,3
23135303,2
23135304,2
23135305,4
23135306,6
23135307,5
23135308,6
23135332,1
23135335,2
23135336,4
23135554,22
23135555,17
23135556,6
23135557,4
23135558,6
23135559,3
23135560,7
23135561,11
23135562,5
23135563,5
23135564,3
23135585,24
23135586,11
23135587,15
23135588,21
23135589,16
23135590,15
23135591,19
23135592,11
23135593,9
23135594,8
23135595,2
23135596,2
23135597,3
23136295,3
23136296,5
23136297,1
23136299,1
23136325,2
23136326,3
23136328,2
23136329,1
23136356,2
23136357,2
23136358,1
23136359,4
23136361,1
23136362,4
23136578,2
23136579,5
23136580,1
23136581,17
23136582,6
23136583,12
23136584,11
23136585,2
23136587,1
23136588,1
23136610,2
23136611,5
23136614,2
23136615,5
23137315,7
23137316,1
23137317,1
23137322,2
23137323,2
23137325,2
23137347,1
23137348,1
23137349,1
23137351,2
23137352,3
23137353,1
23137354,3
23137356,1
23137357,6
23137358,1
23137574,1
23137576,2
23137577,3
23137578,3
23137581,1
23137604,1
23138350,2
23141452,2
23141509,1
23141512,2
23141513,2
23141516,1
23142441,2
23145508,2
2360353,198
2360354,25
2360355,32
2360356,7
2360357,4
2360358,30
2360359,59
2360360,76
2360361,57
2360362,27
2360363,28
2360364,58
2360365,62
2360366,52
2360367,27
2360368,11
2360369,8
2360370,13
2360371,14
2360372,1
2360373,5
2360374,7
2360375,2
2360376,1
2360385,181
2360386,150
2360387,90
2360388,103
2360389,88
2360390,56
2360391,105
2360392,83
2360393,62
2360394,40
2360395,70
2360396,82
2360397,66
2360398,27
2360399,16
2360400,7
2360401,5
2360402,10
2360403,13
2360404,5
2360405,1
2360406,1
2360407,1
2360417,32
2360418,7
2360419,11
2360420,1
2360421,1
2360422,5
2360423,4
2360424,9
2360425,10
2360426,18
2360427,11
2360428,5
2360429,9
2360431,1
2360432,1
2360434,1
2360437,1
2360449,5
2360450,2
2360452,1
2360453,4
2360454,3
2360456,1
2360457,5
2688036,2
2688038,3
2688040,6
2688042,4
2688043,4
2688044,4
2688045,3
2688046,3
2688047,5
2688059,1
2688066,7
2688068,1
2688069,3
2688070,3
2688072,3
2688073,1
2688074,3
2688075,4
2688076,4
2688077,3
2688078,5
2688079,4
2688086,2
2688087,2
2688088,2
2688105,2
2688106,2
2688107,2
2688109,2
2688294,1
2753570,316
2753571,1233
2753572,1860
2753573,1577
2753574,2093
2753575,2417
2753576,2341
2753577,1707
2753578,1350
2753579,923
2753580,835
2753581,705
2753582,592
2753583,488
2753584,464
2753585,282
2753586,159
2753587,158
2753588,134
2753589,68
2753590,32
2753591,28
2753592,17
2753593,8
2753594,1
2753601,24
2753602,699
2753603,1621
2753604,2175
2753605,2594
2753606,2384
2753607,2597
2753608,2292
2753609,2317
2753610,1975
2753611,1183
2753612,1271
2753613,1318
2753614,1159
2753615,769
2753616,599
2753617,412
2753618,244
2753619,109
2753620,74
2753621,44
2753622,31
2753623,20
2753624,8
2753625,1
2753626,1
2753633,2
2753634,94
2753635,194
2753636,396
2753637,583
2753638,761
2753639,860
2753640,687
2753641,406
2753642,277
2753643,262
2753644,230
2753645,296
2753646,274
2753647,227
2753648,141
2753649,60
2753650,31
2753651,25
2753652,11
2753653,8
2753654,5
2753655,4
2753656,1
2753657,1
2753666,171
2753667,160
2753668,122
2753669,77
2753670,197
2753671,220
2753672,184
2753673,176
2753674,188
2753675,128
2753676,102
2753677,96
2753678,126
2753679,89
2753680,41
2753681,13
2753682,7
2753683,7
2753684,5
2753685,5
2753686,4
2753687,4
2753825,9
2753827,2
2753828,4
2753829,1
2753830,4
2753831,3
2753832,5
2753833,3
2753834,3
2753843,2
2753844,2
2753857,3145
2753858,3296
2753859,3134
2753860,2040
2753861,2168
2753862,1834
2753863,2311
2753864,2090
2753865,1495
2753866,787
2753867,592
2753868,428
2753869,366
2753870,340
2753871,251
2753872,142
2753873,72
2753874,38
2753875,28
2753876,10
2753877,7
2753878,12
2753879,9
2753880,6
2753881,6
2753882,4
2819105,1088
2819106,2059
2819107,2601
2819108,2510
2819109,2566
2819110,2440
2819111,2454
2819112,2508
2819113,2235
2819114,1793
2819115,1839
2819116,1116
2819117,861
2819118,685
2819119,566
2819120,381
2819121,325
2819122,277
2819123,136
2819124,91
2819125,69
2819126,26
2819127,9
2819128,2
2819129,3
2819130,3
2819131,2
2819133,2
2819137,1562
2819138,2552
2819139,2819
2819140,2759
2819141,2811
2819142,2787
2819143,2670
2819144,2670
2819145,2546
2819146,2386
2819147,2165
2819148,1642
2819149,1005
2819150,1055
2819151,934
2819152,486
2819153,410
2819154,306
2819155,165
2819156,63
2819157,31
2819158,12
2819159,8
2819160,3
2819161,2
2819162,2
2819163,2
2819169,128
2819170,581
2819171,820
2819172,984
2819173,931
2819174,916
2819175,721
2819176,687
2819177,670
2819178,685
2819179,560
2819180,390
2819181,206
2819182,173
2819183,169
2819184,153
2819185,100
2819186,49
2819187,12
2819188,7
2819189,2
2819190,3
2819194,2
2819201,206
2819202,135
2819203,210
2819204,304
2819205,327
2819206,321
2819207,259
2819208,286
2819209,316
2819210,192
2819211,237
2819212,154
2819213,108
2819214,52
2819215,53
2819216,58
2819217,36
2819218,10
2819219,3
2819220,3
2819221,8
2819222,1
2819362,2
2819364,8
2819365,9
2819366,4
2819367,5
2819368,4
2819369,4
2819370,7
2819371,3
2819372,3
2819373,3
2819376,2
2819378,2
2819381,2
2819385,2
2819393,3390
2819394,3389
2819395,3376
2819396,3383
2819397,3373
2819398,3201
2819399,2933
2819400,2590
2819401,2153
2819402,1961
2819403,1587
2819404,968
2819405,672
2819406,456
2819407,355
2819408,203
2819409,149
2819410,129
2819411,80
2819412,47
2819413,19
2819414,13
2819415,8
2819416,3
2819417,1
2819418,1
2819425,3388
2819426,3374
2819427,3380
2819428,3376
2819429,3213
2819430,3300
2819431,3028
2819432,2727
2819433,2162
2819434,1565
2819435,1385
2819436,1153
2819437,497
2819438,343
2819439,192
2819440,88
2819441,105
2819442,36
2819443,17
2819444,24
2819445,3
2819446,3
2819447,3
2819448,2
31523880,1
31523885,1
31523911,2
31523912,1
31523915,1
31524162,1
31524163,2
31524165,1
31524167,1
31524168,1
31524169,2
31524170,2
31524173,1
31524174,1
31524193,2
31524195,2
31524196,1
31524197,2
31524198,1
31524199,1
31524200,2
31524202,2
31524203,2
31524204,1
31524934,1
31524966,1
31525186,1
31525188,1
31525190,1
31525218,1
31525931,1
31525932,1
31525961,1
31525964,1
31526182,1
31526222,1
3212324,2
3212327,1
3212328,1
3212335,3
3212336,2
3212354,5
3212355,1
3212356,3
3212357,3
3212366,3
3212367,5
3212418,1
3212614,3
3212615,3
3212616,3
3212617,5
3212618,6
3212619,1
3212620,1
3212622,2
3212625,2
3212626,2
3212644,3
3212645,3
3212646,3
3212647,5
3212648,6
3212649,3
3212650,4
3212651,5
3212652,5
3212653,2
3212654,2
3212656,2
3212659,2
3277858,15
3277859,181
3277860,846
3277861,703
3277862,126
3277863,180
3277864,134
3277865,150
3277866,102
3277867,64
3277868,118
3277869,202
3277870,149
3277871,78
3277872,82
3277873,40
3277874,6
3277875,1
3277876,1
3277877,2
3277889,25
3277890,18
3277891,705
3277892,756
3277893,154
3277894,154
3277895,70
3277896,98
3277897,645
3277898,651
3277899,630
3277900,280
3277901,326
3277902,225
3277903,121
3277904,23
3277905,13
3277906,2
3277907,2
3277921,2
3277922,2
3277924,1
3277925,6
3277926,44
3277927,57
3277928,26
3277929,36
3277930,73
3277931,119
3277932,152
3277933,110
3277934,34
3277935,5
3277936,3
3277937,1
3277953,18
3277956,1
3277957,3
3277958,42
3277959,56
3277960,23
3277961,6
3277962,26
3277963,65
3277964,62
3277965,29
3277966,7
3277967,4
3277968,7
3277969,5
3277970,1
3278146,878
3278147,898
3278148,888
3278149,877
3278150,632
3278151,37
3278152,44
3278153,61
3278154,50
3278155,48
3278156,47
3278157,41
3278158,35
3278159,31
3278160,25
3278161,11
3278162,4
3278177,886
3278178,888
3278179,880
3278180,894
3278181,884
3278182,743
3278183,776
3278184,709
3278185,76
3278186,72
3278187,66
3278188,56
3278189,82
3278190,46
3278191,18
3278192,14
3278194,2
3278195,4
3278369,6
3278382,2
3278383,2
3278401,857
3278405,1
3278406,1
3278407,1
3278408,3
3278409,4
3278410,1
3278413,2
3278414,6
3278415,4
35849249,111
35849250,76
35849251,109
35849252,66
35849253,23
35849254,97
35849255,104
35849256,60
35849257,36
35849258,35
35849259,62
35849260,63
35849261,44
35849262,27
35849263,17
35849264,11
35849265,14
35849266,11
35849267,10
35849268,6
35849269,7
35849270,4
35849272,1
35849275,1
35849281,228
35849282,204
35849283,142
35849284,71
35849285,80
35849286,50
35849287,118
35849288,86
35849289,52
35849290,49
35849291,58
35849292,38
35849293,36
35849294,25
35849295,16
35849296,12
35849297,13
35849298,15
35849299,10
35849300,3
35849301,2
35849302,2
35849303,2
35849304,2
35849313,3
35849314,6
35849315,3
35849316,2
35849317,12
35849318,17
35849319,5
35849320,8
35849321,15
35849322,15
35849323,2
35849324,1
35849325,3
35849331,1
35849332,2
35849333,1
35849345,3
35849346,1
35849347,4
35849348,4
35849349,2
35849351,9
35849352,11
35849354,1
35849355,1
35849356,5
35849359,4
35849360,4
35849361,4
35849362,4
35849507,3
35849511,3
35849512,2
35849513,1
35849514,2
35849515,1
35849517,3
35849518,1
35849537,13
35849538,53
35849539,35
35849540,63
35849541,132
35849542,163
35849543,150
35849544,100
35849545,91
35849546,88
35849547,44
35849548,38
35849549,64
35849550,50
35849551,22
35849552,8
35849553,13
35849554,13
35849555,12
35849556,10
35849557,2
35849558,1
35849569,113
35849570,150
35849571,210
35849572,203
35849573,202
35849574,189
35849575,128
35849576,155
35849577,133
35849578,116
35849579,74
35849580,61
35849581,22
35849582,19
35849583,47
35849584,16
35849585,13
35849586,11
35849587,2
35849588,2
35849589,4
35849590,2
35849593,2
35849797,1
35849798,1
35849801,6
35849802,24
35849803,19
35849804,1
35850274,3
35850277,7
35850278,1
35850279,23
35850281,11
35850282,9
35850283,2
35850287,6
35850288,17
35850305,15
35850306,15
35850308,2
35850309,26
35850310,4
35850311,10
35850312,8
35850313,33
35850314,18
35850315,28
35850316,9
35850318,2
35850320,3
35850321,3
35850323,1
35850337,114
35850338,89
35850339,6
35850340,46
35850341,46
35850342,66
35850343,54
35850344,2
35850345,30
35850346,37
35850347,22
35850348,8
35850349,17
35850350,5
35850351,1
35850352,7
35850353,4
35850354,1
35850355,5
35850356,4
35850357,1
35850562,16
35850563,100
35850564,64
35850565,86
35850566,64
35850567,44
35850568,46
35850569,53
35850570,30
35850571,35
35850572,27
35850573,11
35850574,33
35850575,14
35850576,2
35850577,7
35850578,5
35850579,2
35850580,2
35850593,7
35850594,5
35850596,2
35850597,18
35850598,11
35850600,14
35850601,7
35850602,2
35850603,3
35850604,1
35850605,2
35850606,2
35850607,2
35850608,2
35850797,1
35851297,33
35851298,25
35851299,48
35851300,59
35851301,49
35851302,9
35851303,7
35851304,14
35851305,18
35851306,14
35851307,26
35851308,20
35851309,13
35851310,11
35851311,11
35851312,4
35851313,4
35851314,5
35851315,5
35851316,4
35851319,1
35851322,1
35851329,97
35851330,64
35851331,14
35851332,68
35851333,58
35851334,68
35851335,21
35851336,41
35851337,44
35851338,30
35851339,28
35851340,27
35851341,15
35851342,15
35851343,18
35851344,15
35851345,10
35851346,8
35851347,3
35851351,1
35851354,1
35851554,15
35851555,90
35851556,99
35851557,16
35851558,85
35851559,73
35851560,14
35851561,15
35851562,24
35851563,48
35851564,26
35851565,12
35851566,11
35851567,10
35851568,9
35851569,11
35851570,7
35851571,2
35851575,2
35851578,2
35851588,2
35851589,2
35851594,1
35852321,1
35852322,2
35852323,1
35852324,2
35852325,15
35852326,17
35852328,9
35852329,24
35852330,2
35852331,4
35852332,3
35852334,1
35854466,1
35854467,1
35854468,1
35854469,1
35855490,3
35855491,4
35855492,1
35855493,19
35855494,4
35855497,2
35855498,3
35855682,1
35855688,1
35855690,2
35856421,3
35856422,5
35856424,3
35856426,7
35856427,1
35856428,1
35865697,20
35865698,16
35865699,57
35865700,13
35865701,10
35865702,14
35865703,11
35865704,14
35865705,13
35865706,13
35865707,11
35865708,11
35865709,11
35865710,11
35865711,11
35914785,56
35914786,11
35914787,3
35914788,47
35914789,46
35914790,29
35914792,7
35914793,20
35914794,2
35914795,9
35914796,23
35914797,10
35914798,11
35914800,10
35914801,6
35914802,1
35914817,11
35914818,68
35914819,57
35914820,57
35914821,68
35914822,57
35914823,15
35914824,17
35914825,20
35914826,10
35914827,25
35914828,13
35914829,1
35914833,4
35914850,1
35914853,1
35914854,1
35914855,5
35914856,2
35914882,2
35914885,4
35914888,1
35914896,4
35915047,1
35915052,1
35915075,45
35915077,11
35915078,22
35915079,11
35915080,12
35915081,14
35915082,13
35915083,15
35915084,2
35915085,2
35915086,1
35915087,1
35915088,1
35915105,68
35915106,68
35915107,56
35915108,54
35915109,14
35915110,4
35915111,16
35915112,9
35915113,21
35915114,2
35915116,11
35915118,9
35915119,6
35915331,1
35915844,3
35915846,1
35915848,11
35915849,1
35915850,11
35915875,13
35915876,51
35915879,14
35915880,10
35915881,1
35915882,1
35915883,5
35915888,1
35916098,11
35916100,11
35916103,2
35916111,2
35916112,2
35916142,2
35916324,1
35916833,12
35916834,2
35916835,48
35916838,43
35916839,3
35916840,1
35916841,2
35916842,2
35916846,11
35916847,1
35916850,4
35916865,23
35916866,45
35916867,46
35916868,1
35916869,9
35916870,12
35916871,13
35916873,1
35916875,1
35916877,12
35916878,6
35916879,10
35916880,1
35916881,1
35917090,12
35917091,12
35917092,45
35917093,43
35917094,14
35917095,1
35917096,2
35917097,4
35917098,20
35917099,2
35917103,9
35917104,5
35917123,2
35931233,12
35931234,46
35931235,45
35931238,1
35931239,1
35931240,11
35931241,1
35931242,11
35931244,11
35931245,11
35931246,9
4260898,6
4260899,8
4260900,484
4260901,26
4260902,124
4260903,15
4260904,121
4260905,208
4260906,694
4260907,54
4260908,370
4260909,162
4260910,85
4260911,91
4260912,46
4260913,35
4260914,85
4260915,104
4260916,32
4260917,39
4260918,31
4260919,4
4260920,1
4260922,1
4260929,18
4260930,25
4260931,18
4260932,30
4260933,51
4260934,124
